"Town","FIPS","Year","Grade","Race","SubsidizedMealEligibility","LanguageTrack","Disability","MeasureType","Variable","Value"
"Orange","0900957600",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.36
"Oxford","0900958300",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.54
"Plainfield","0901559980",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.39
"Plainville","0900360120",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.26
"Plymouth","0900560750",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.04
"Portland","0900761800",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.66
"Preston","0901162150",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.75
"Prospect","0900962290",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.33
"Putnam","0901562710",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.97
"Redding","0900163480",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.38
"Ridgefield","0900163970",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.75
"Rocky Hill","0900365370",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.91
"Roxbury","0900565930",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.94
"Seymour","0900967610",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.62
"Shelton","0900168170",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.87
"Simsbury","0900368940",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.69
"Somers","0901369220",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",12.42
"South Windsor","0900371390",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.45
"Southbury","0900969640",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.5
"Southington","0900370550",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.46
"Stafford","0901372090",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.3
"Stamford","0900173070",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",12.67
"Stonington","0901173770",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.57
"Stratford","0900174190",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.46
"Suffield","0900374540",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.99
"Thomaston","0900575730",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.31
"Thompson","0901575870",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.32
"Tolland","0901376290",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.43
"Torrington","0900576570",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",12.31
"Trumbull","0900177200",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.15
"Vernon","0901378250",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.76
"Wallingford","0900978740",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.35
"Washington","0900579720",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.94
"Waterbury","0900980070",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",16.24
"Waterford","0901180280",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.95
"Watertown","0900580490",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.06
"West Hartford","0900382590",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.49
"West Haven","0900982870",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",18.21
"Westbrook","0900781680",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.69
"Weston","0900183430",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.6
"Westport","0900183500",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.96
"Wethersfield","0900384900",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.68
"Wilton","0900186370",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.96
"Windham","0901586790",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",14.5
"Windsor","0900387000",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.61
"Windsor Locks","0900387070",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.38
"Wolcott","0900987560",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.9
"Woodbury","0900587910",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.33
"Woodstock","0901588190",2013,"4 through 8",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.98
"Ansonia","0900901220",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.76
"Avon","0900302060",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.88
"Beacon Falls","0900903250",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",15.13
"Berlin","0900304300",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.84
"Bethel","0900104720",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.72
"Bloomfield","0900305910",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.7
"Branford","0900907310",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.1
"Bridgeport","0900108070",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",32.65
"Bridgewater","0900508210",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.89
"Bristol","0900308490",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",16.7
"Brookfield","0900108980",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.75
"Burlington","0900310100",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",22.99
"Canton","0900312270",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.65
"Cheshire","0900914160",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.27
"Clinton","0900715350",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",21.44
"Connecticut","09",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",16.21
"Coventry","0901317800",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.27
"Cromwell","0900718080",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.84
"Danbury","0900118500",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",26.31
"Darien","0900118850",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.24
"Derby","0900919550",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",18.56
"Durham","0900720810",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.09
"East Granby","0900322070",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.43
"East Haddam","0900722280",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.11
"East Hampton","0900722490",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.73
"East Hartford","0900322630",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",17.47
"East Haven","0900922910",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",30.6
"East Lyme","0901123400",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.33
"East Windsor","0900324800",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",14.59
"Ellington","0901325360",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.52
"Enfield","0900325990",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",14.28
"Fairfield","0900126620",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.42
"Farmington","0900327600",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.97
"Glastonbury","0900331240",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.31
"Granby","0900332640",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.13
"Greenwich","0900133620",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.41
"Griswold","0901133900",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",16.9
"Groton","0901134250",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",24.63
"Guilford","0900934950",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.67
"Haddam","0900735230",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.59
"Hamden","0900935650",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",19.2
"Hartford","0900337070",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",40.37
"Harwinton","0900537280",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",22.99
"Killingly","0901540500",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",24.59
"Killingworth","0900740710",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.59
"Lebanon","0901142390",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",18.83
"Ledyard","0901142600",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",15.42
"Litchfield","0900543370",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.68
"Lyme","0901144210",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.83
"Madison","0900944560",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.53
"Manchester","0900344700",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",47.78
"Meriden","0900946520",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",12.64
"Middlebury","0900946940",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.87
"Middlefield","0900747080",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.09
"Middletown","0900747360",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",21.43
"Milford","0900947535",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",20.1
"Monroe","0900148620",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.62
"Montville","0901148900",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",12.4
"Naugatuck","0900949950",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",20.02
"New Britain","0900350440",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",44.38
"New Canaan","0900150580",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",20.85
"New Fairfield","0900150860",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.14
"New Haven","0900952070",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",34.26
"New London","0901152350",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",27.57
"New Milford","0900552630",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",17.02
"Newington","0900352140",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.54
"Newtown","0900152980",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",1.74
"North Branford","0900953890",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",40.96
"North Haven","0900954870",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",12.54
"North Stonington","0901155500",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",16.75
"Norwalk","0900156060",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",19.6
"Norwich","0901156270",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",73.39
"Old Lyme","0901157040",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.83
"Old Saybrook","0900757320",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",34.85
"Oxford","0900958300",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.81
"Plainfield","0901559980",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",20.58
"Plainville","0900360120",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",20.52
"Plymouth","0900560750",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.06
"Portland","0900761800",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.22
"Prospect","0900962290",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",15.13
"Putnam","0901562710",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",21.93
"Ridgefield","0900163970",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.27
"Rocky Hill","0900365370",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.57
"Roxbury","0900565930",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.89
"Seymour","0900967610",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.51
"Shelton","0900168170",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.99
"Simsbury","0900368940",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.2
"Somers","0901369220",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",13.69
"Southbury","0900969640",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.87
"Southington","0900370550",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.86
"Stafford","0901372090",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.86
"Stamford","0900173070",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.88
"Stratford","0900174190",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",13.81
"Suffield","0900374540",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.5
"Thompson","0901575870",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",19.82
"Tolland","0901376290",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.31
"Torrington","0900576570",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",23.83
"Trumbull","0900177200",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.13
"Vernon","0901378250",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",15.96
"Wallingford","0900978740",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.49
"Washington","0900579720",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.89
"Waterbury","0900980070",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",28.8
"Waterford","0901180280",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.39
"Watertown","0900580490",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",26.8
"West Hartford","0900382590",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.95
"West Haven","0900982870",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",19.5
"Westbrook","0900781680",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.48
"Weston","0900183430",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",18.48
"Westport","0900183500",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",1.81
"Wethersfield","0900384900",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.62
"Wilton","0900186370",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",41.03
"Windham","0901586790",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",33.76
"Windsor","0900387000",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",12.41
"Windsor Locks","0900387070",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",17.68
"Wolcott","0900987560",2012,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.6
"Ansonia","0900901220",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",19.21
"Avon","0900302060",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.23
"Beacon Falls","0900903250",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.07
"Berlin","0900304300",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7
"Bethel","0900104720",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.59
"Bloomfield","0900305910",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.01
"Branford","0900907310",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.88
"Bridgeport","0900108070",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",48.94
"Bridgewater","0900508210",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.76
"Bristol","0900308490",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",14.88
"Burlington","0900310100",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7
"Canton","0900312270",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.98
"Cheshire","0900914160",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.29
"Clinton","0900715350",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",14.79
"Colchester","0901115910",2013,"9 through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.17
